date,temperature,humidity,heat_index,pressure
2025-02-19T00:00:01+08:00,23.06,64.67,23.06,1007.53
2025-02-19T00:00:03+08:00,23.19,64.78,23.19,1007.5
2025-02-19T00:00:05+08:00,23.04,64.28,23.04,1007.52
2025-02-19T00:00:07+08:00,23.12,65.13,23.12,1007.52
2025-02-19T00:00:09+08:00,23.14,64.78,23.14,1007.52
2025-02-19T00:00:11+08:00,23.12,64.58,23.12,1007.57
2025-02-19T00:00:14+08:00,23.12,64.68,23.12,1007.52
2025-02-19T00:00:16+08:00,23.17,64.95,23.17,1007.55
2025-02-19T00:00:18+08:00,23.01,64.62,23.01,1007.55
2025-02-19T00:00:20+08:00,23.04,64.58,23.04,1007.56
2025-02-19T00:00:22+08:00,23.19,64.65,23.19,1007.54
2025-02-19T00:00:24+08:00,23.17,64.68,23.17,1007.56
2025-02-19T00:00:26+08:00,23.08,64.45,23.08,1007.54
2025-02-19T00:00:28+08:00,23.06,64.79,23.06,1007.59
2025-02-19T00:00:31+08:00,22.93,64.67,22.93,1007.56
2025-02-19T00:00:33+08:00,23.17,64.73,23.17,1007.54
2025-02-19T00:00:35+08:00,23.14,64.83,23.14,1007.54
2025-02-19T00:00:37+08:00,23.17,65.07,23.17,1007.57
2025-02-19T00:00:39+08:00,22.95,64.74,22.95,1007.56
2025-02-19T00:00:41+08:00,23.14,64.64,23.14,1007.55
2025-02-19T00:00:43+08:00,23.21,64.75,23.21,1007.51
2025-02-19T00:00:45+08:00,23.08,64.63,23.08,1007.51
2025-02-19T00:00:48+08:00,22.99,65.07,22.99,1007.59
2025-02-19T00:00:50+08:00,23.21,64.63,23.21,1007.55
2025-02-19T00:00:52+08:00,23.14,64.38,23.14,1007.57
2025-02-19T00:00:54+08:00,23.06,63.52,23.06,1007.59
2025-02-19T00:00:56+08:00,23.12,64.74,23.12,1007.6
2025-02-19T00:00:58+08:00,23.17,64.73,23.17,1007.64
2025-02-19T00:01:00+08:00,23.08,65.4,23.08,1007.56
2025-02-19T00:01:02+08:00,23.17,64.84,23.17,1007.54
2025-02-19T00:01:05+08:00,23.06,64.69,23.06,1007.54
2025-02-19T00:01:07+08:00,23.21,64.78,23.21,1007.57
2025-02-19T00:01:09+08:00,23.17,65.06,23.17,1007.52
2025-02-19T00:01:11+08:00,23.14,64.84,23.14,1007.57
2025-02-19T00:01:13+08:00,23.14,65.05,23.14,1007.54
2025-02-19T00:01:15+08:00,23.14,64.87,23.14,1007.57
2025-02-19T00:01:17+08:00,23.1,64.76,23.1,1007.61
2025-02-19T00:01:19+08:00,23.12,64.85,23.12,1007.55
2025-02-19T00:01:22+08:00,23.12,64.46,23.12,1007.52
2025-02-19T00:01:24+08:00,23.19,64.69,23.19,1007.54
2025-02-19T00:01:26+08:00,23.03,64.71,23.03,1007.56
2025-02-19T00:01:28+08:00,23.12,64.59,23.12,1007.57
2025-02-19T00:01:30+08:00,22.97,64.57,22.97,1007.55
2025-02-19T00:01:32+08:00,23.12,64.55,23.12,1007.55
2025-02-19T00:01:34+08:00,23.1,64.76,23.1,1007.56
2025-02-19T00:01:36+08:00,23.08,64.68,23.08,1007.54
2025-02-19T00:01:39+08:00,22.93,64.68,22.93,1007.54
2025-02-19T00:01:41+08:00,23.12,64.0,23.12,1007.57
2025-02-19T00:01:43+08:00,23.14,64.74,23.14,1007.55
2025-02-19T00:01:45+08:00,23.19,64.77,23.19,1007.56
2025-02-19T00:01:47+08:00,23.1,63.52,23.1,1007.55
2025-02-19T00:01:49+08:00,22.97,64.62,22.97,1007.59
2025-02-19T00:01:51+08:00,23.19,64.74,23.19,1007.56
2025-02-19T00:01:53+08:00,23.08,65.54,23.08,1007.53
2025-02-19T00:01:56+08:00,23.08,65.1,23.08,1007.52
2025-02-19T00:01:58+08:00,23.17,64.68,23.17,1007.55
2025-02-19T00:02:00+08:00,23.12,64.49,23.12,1007.52
2025-02-19T00:02:02+08:00,23.1,64.6,23.1,1007.57
2025-02-19T00:02:04+08:00,23.14,64.26,23.14,1007.54
2025-02-19T00:02:06+08:00,23.21,64.85,23.21,1007.57
2025-02-19T00:02:08+08:00,23.21,64.52,23.21,1007.56
2025-02-19T00:02:10+08:00,23.14,64.85,23.14,1007.51
2025-02-19T00:02:12+08:00,23.1,64.6,23.1,1007.56
2025-02-19T00:02:15+08:00,23.19,64.5,23.19,1007.53
2025-02-19T00:02:17+08:00,23.16,64.8,23.16,1007.57
2025-02-19T00:02:19+08:00,23.23,64.83,23.23,1007.53
2025-02-19T00:02:21+08:00,23.19,64.62,23.19,1007.58
2025-02-19T00:02:23+08:00,23.23,64.74,23.23,1007.56
2025-02-19T00:02:25+08:00,23.04,65.3,23.04,1007.56
2025-02-19T00:02:27+08:00,23.17,64.7,23.17,1007.6
2025-02-19T00:02:29+08:00,23.19,64.51,23.19,1007.59
2025-02-19T00:02:32+08:00,22.97,64.73,22.97,1007.57
2025-02-19T00:02:34+08:00,23.08,64.39,23.08,1007.57
2025-02-19T00:02:36+08:00,23.17,64.49,23.17,1007.59
2025-02-19T00:02:38+08:00,23.25,64.7,23.25,1007.55
2025-02-19T00:02:40+08:00,23.16,64.83,23.16,1007.57
2025-02-19T00:02:42+08:00,23.08,64.57,23.08,1007.6
2025-02-19T00:02:44+08:00,23.27,64.57,23.27,1007.58
2025-02-19T00:02:46+08:00,23.21,65.02,23.21,1007.57
2025-02-19T00:02:49+08:00,23.12,64.46,23.12,1007.56
2025-02-19T00:02:51+08:00,23.1,64.67,23.1,1007.53
2025-02-19T00:02:53+08:00,23.17,64.48,23.17,1007.57
2025-02-19T00:02:55+08:00,23.12,64.55,23.12,1007.59
2025-02-19T00:02:57+08:00,23.21,64.62,23.21,1007.6
2025-02-19T00:02:59+08:00,23.17,64.81,23.17,1007.57
2025-02-19T00:03:01+08:00,23.25,64.66,23.25,1007.59
2025-02-19T00:03:03+08:00,23.19,64.76,23.19,1007.57
2025-02-19T00:03:06+08:00,23.21,64.83,23.21,1007.56
2025-02-19T00:03:08+08:00,23.25,64.85,23.25,1007.6
2025-02-19T00:03:10+08:00,22.99,64.81,22.99,1007.55
2025-02-19T00:03:12+08:00,23.06,65.76,23.06,1007.59
2025-02-19T00:03:14+08:00,23.19,64.51,23.19,1007.58
2025-02-19T00:03:16+08:00,23.08,64.58,23.08,1007.6
2025-02-19T00:03:18+08:00,23.12,64.88,23.12,1007.6
2025-02-19T00:03:20+08:00,23.14,64.08,23.14,1007.59
2025-02-19T00:03:23+08:00,23.19,64.83,23.19,1007.61
2025-02-19T00:03:25+08:00,23.19,64.73,23.19,1007.59
2025-02-19T00:03:27+08:00,23.1,64.67,23.1,1007.56
2025-02-19T00:03:29+08:00,23.17,64.55,23.17,1007.6
2025-02-19T00:03:31+08:00,23.08,65.06,23.08,1007.59
2025-02-19T00:03:33+08:00,23.14,64.7,23.14,1007.61
2025-02-19T00:03:35+08:00,23.08,64.94,23.08,1007.65
2025-02-19T00:03:37+08:00,23.3,64.91,23.3,1007.6
2025-02-19T00:03:40+08:00,23.17,64.9,23.17,1007.58
2025-02-19T00:03:42+08:00,23.16,64.73,23.16,1007.61
2025-02-19T00:03:44+08:00,23.19,64.94,23.19,1007.55
2025-02-19T00:03:46+08:00,23.17,64.45,23.17,1007.58
2025-02-19T00:03:48+08:00,23.23,64.48,23.23,1007.57
2025-02-19T00:03:50+08:00,23.17,64.98,23.17,1007.57
2025-02-19T00:03:52+08:00,23.17,64.7,23.17,1007.59
2025-02-19T00:03:54+08:00,23.23,64.87,23.23,1007.59
2025-02-19T00:03:57+08:00,23.14,64.95,23.14,1007.59
2025-02-19T00:03:59+08:00,23.19,64.37,23.19,1007.61
2025-02-19T00:04:01+08:00,22.99,64.69,22.99,1007.61
2025-02-19T00:04:03+08:00,23.17,64.55,23.17,1007.62
2025-02-19T00:04:05+08:00,23.21,64.82,23.21,1007.61
2025-02-19T00:04:07+08:00,23.12,64.63,23.12,1007.6
2025-02-19T00:04:09+08:00,23.14,64.6,23.14,1007.6
2025-02-19T00:04:11+08:00,23.1,64.85,23.1,1007.59
2025-02-19T00:04:14+08:00,23.25,64.42,23.25,1007.63
2025-02-19T00:04:16+08:00,23.25,64.76,23.25,1007.58
2025-02-19T00:04:18+08:00,23.17,64.81,23.17,1007.62
2025-02-19T00:04:20+08:00,23.25,64.83,23.25,1007.63
2025-02-19T00:04:22+08:00,23.14,64.78,23.14,1007.64
2025-02-19T00:04:24+08:00,23.14,64.49,23.14,1007.64
2025-02-19T00:04:26+08:00,23.25,64.57,23.25,1007.68
2025-02-19T00:04:28+08:00,23.17,64.51,23.17,1007.63
2025-02-19T00:04:30+08:00,23.27,63.95,23.27,1007.66
2025-02-19T00:04:33+08:00,23.19,64.74,23.19,1007.63
2025-02-19T00:04:35+08:00,23.12,64.23,23.12,1007.63
2025-02-19T00:04:37+08:00,23.03,64.4,23.03,1007.64
2025-02-19T00:04:39+08:00,23.17,64.58,23.17,1007.62
2025-02-19T00:04:41+08:00,23.12,64.74,23.12,1007.57
2025-02-19T00:04:43+08:00,23.1,64.66,23.1,1007.64
2025-02-19T00:04:45+08:00,23.32,64.42,23.32,1007.65
2025-02-19T00:04:47+08:00,23.21,65.06,23.21,1007.62
2025-02-19T00:04:50+08:00,23.1,64.59,23.1,1007.56
2025-02-19T00:04:52+08:00,23.12,64.49,23.12,1007.63
2025-02-19T00:04:54+08:00,23.27,64.44,23.27,1007.67
2025-02-19T00:04:56+08:00,23.17,64.69,23.17,1007.62
2025-02-19T00:04:58+08:00,23.17,64.63,23.17,1007.59
2025-02-19T00:05:00+08:00,23.16,64.65,23.16,1007.62
2025-02-19T00:05:02+08:00,23.19,64.6,23.19,1007.61
2025-02-19T00:05:04+08:00,23.25,64.7,23.25,1007.62
2025-02-19T00:05:07+08:00,23.19,64.52,23.19,1007.62
2025-02-19T00:05:09+08:00,23.14,64.76,23.14,1007.62
2025-02-19T00:05:11+08:00,23.04,64.35,23.04,1007.67
2025-02-19T00:05:13+08:00,23.21,64.76,23.21,1007.63
2025-02-19T00:05:15+08:00,23.06,64.56,23.06,1007.69
2025-02-19T00:05:17+08:00,23.25,65.34,23.25,1007.64
2025-02-19T00:05:19+08:00,23.17,64.84,23.17,1007.65
2025-02-19T00:05:21+08:00,23.21,64.47,23.21,1007.62
2025-02-19T00:05:24+08:00,23.17,64.79,23.17,1007.59
2025-02-19T00:05:26+08:00,23.23,64.64,23.23,1007.62
2025-02-19T00:05:28+08:00,23.14,64.36,23.14,1007.61
2025-02-19T00:05:30+08:00,23.1,64.89,23.1,1007.59
2025-02-19T00:05:32+08:00,23.17,64.71,23.17,1007.61
2025-02-19T00:05:34+08:00,23.16,64.32,23.16,1007.65
2025-02-19T00:05:36+08:00,23.27,65.45,23.27,1007.62
2025-02-19T00:05:38+08:00,23.19,64.46,23.19,1007.62
2025-02-19T00:05:41+08:00,23.19,64.59,23.19,1007.61
2025-02-19T00:05:43+08:00,23.12,64.73,23.12,1007.61
2025-02-19T00:05:45+08:00,23.19,64.73,23.19,1007.64
2025-02-19T00:05:47+08:00,23.17,64.42,23.17,1007.65
2025-02-19T00:05:49+08:00,23.23,64.79,23.23,1007.64
