date,temperature,humidity,heat_index,pressure
2025-03-01T00:00:01+08:00,24.3,76.74,24.3,1004.74
2025-03-01T00:01:01+08:00,24.15,77.41,24.15,1004.72
2025-03-01T00:02:00+08:00,24.41,77.19,24.41,1004.7
2025-03-01T00:03:00+08:00,24.45,77.26,24.45,1004.73
2025-03-01T00:04:01+08:00,24.3,77.2,24.3,1004.71
2025-03-01T00:05:01+08:00,24.34,77.43,24.34,1004.67
2025-03-01T00:06:00+08:00,24.36,77.18,24.36,1004.7
2025-03-01T00:07:01+08:00,24.49,77.15,24.49,1004.61
2025-03-01T00:08:01+08:00,24.32,77.09,24.32,1004.68
2025-03-01T00:09:00+08:00,24.3,77.28,24.3,1004.64
2025-03-01T00:10:00+08:00,24.28,77.44,24.28,1004.68
2025-03-01T00:11:01+08:00,24.28,77.62,24.28,1004.69
2025-03-01T00:12:01+08:00,24.28,77.22,24.28,1004.69
2025-03-01T00:13:00+08:00,24.3,77.73,24.3,1004.72
2025-03-01T00:14:00+08:00,24.17,77.36,24.17,1004.72
2025-03-01T00:15:01+08:00,24.34,77.43,24.34,1004.75
2025-03-01T00:16:01+08:00,24.15,77.64,24.15,1004.76
2025-03-01T00:17:00+08:00,24.17,77.87,24.17,1004.74
2025-03-01T00:18:00+08:00,24.12,77.66,24.12,1004.76
2025-03-01T00:19:01+08:00,24.23,77.94,24.23,1004.76
2025-03-01T00:20:01+08:00,24.15,77.92,24.15,1004.77
2025-03-01T00:21:00+08:00,24.12,77.8,24.12,1004.74
2025-03-01T00:22:02+08:00,24.15,78.0,24.15,1004.77
2025-03-01T00:23:01+08:00,24.19,77.97,24.19,1004.75
2025-03-01T00:24:00+08:00,24.08,77.66,24.08,1004.69
2025-03-01T00:25:00+08:00,24.12,77.84,24.12,1004.74
2025-03-01T00:26:01+08:00,23.8,77.69,23.8,1004.59
2025-03-01T00:27:01+08:00,23.95,78.15,23.95,1004.63
2025-03-01T00:28:00+08:00,24.04,78.24,24.04,1004.6
2025-03-01T00:29:00+08:00,24.06,77.78,24.06,1004.56
2025-03-01T00:30:01+08:00,23.77,78.11,23.77,1004.59
2025-03-01T00:31:01+08:00,23.8,78.31,23.8,1004.6
2025-03-01T00:32:00+08:00,23.93,78.43,23.93,1004.59
2025-03-01T00:33:00+08:00,23.84,78.41,23.84,1004.61
2025-03-01T00:34:01+08:00,23.86,78.64,23.86,1004.53
2025-03-01T00:35:01+08:00,23.86,78.47,23.86,1004.51
2025-03-01T00:36:00+08:00,23.9,78.98,23.9,1004.58
2025-03-01T00:37:02+08:00,23.82,78.76,23.82,1004.52
2025-03-01T00:38:01+08:00,23.8,78.22,23.8,1004.54
2025-03-01T00:39:00+08:00,23.71,78.59,23.71,1004.51
2025-03-01T00:40:00+08:00,23.77,78.54,23.77,1004.51
2025-03-01T00:41:01+08:00,23.53,79.01,23.53,1004.5
2025-03-01T00:42:01+08:00,23.73,78.79,23.73,1004.49
2025-03-01T00:43:00+08:00,23.65,78.8,23.65,1004.5
2025-03-01T00:44:00+08:00,23.71,78.36,23.71,1004.48
2025-03-01T00:45:01+08:00,23.78,78.94,23.78,1004.5
2025-03-01T00:46:01+08:00,23.69,79.5,23.69,1004.51
2025-03-01T00:47:00+08:00,23.53,78.87,23.53,1004.47
2025-03-01T00:48:00+08:00,23.56,78.87,23.56,1004.46
2025-03-01T00:49:01+08:00,23.56,79.11,23.56,1004.48
2025-03-01T00:50:01+08:00,23.53,79.13,23.53,1004.53
2025-03-01T00:51:00+08:00,23.56,79.26,23.56,1004.47
2025-03-01T00:52:00+08:00,23.58,79.33,23.58,1004.47
2025-03-01T00:53:01+08:00,23.51,79.28,23.51,1004.44
2025-03-01T00:54:01+08:00,23.49,79.13,23.49,1004.47
2025-03-01T00:55:00+08:00,23.62,79.35,23.62,1004.4
2025-03-01T00:56:00+08:00,23.51,79.22,23.51,1004.4
