date,temperature,humidity,heat_index,pressure
2025-04-09T00:00:00+08:00,27.8,73.11,30.67,1001.43
2025-04-09T00:01:00+08:00,27.71,73.08,30.48,1001.46
2025-04-09T00:02:01+08:00,27.72,73.17,30.53,1001.4
2025-04-09T00:03:01+08:00,27.65,72.68,30.32,1001.4
2025-04-09T00:04:00+08:00,27.69,72.98,30.43,1001.36
2025-04-09T00:05:02+08:00,27.76,73.23,30.61,1001.45
2025-04-09T00:06:01+08:00,27.65,73.14,30.37,1001.42
2025-04-09T00:07:00+08:00,27.65,72.95,30.35,1001.42
2025-04-09T00:08:00+08:00,27.58,73.32,30.25,1001.46
2025-04-09T00:09:01+08:00,27.52,73.57,30.17,1001.47
2025-04-09T00:10:01+08:00,27.61,73.03,30.29,1001.47
2025-04-09T00:11:00+08:00,27.54,73.49,30.19,1001.46
2025-04-09T00:12:01+08:00,27.43,72.99,29.92,1001.48
2025-04-09T00:13:01+08:00,27.52,73.09,30.11,1001.46
2025-04-09T00:14:00+08:00,27.39,73.14,29.86,1001.45
2025-04-09T00:15:00+08:00,27.34,72.87,29.73,1001.41
2025-04-09T00:16:01+08:00,27.3,73.05,29.67,1001.42
2025-04-09T00:17:01+08:00,27.37,73.4,29.85,1001.4
2025-04-09T00:18:00+08:00,27.5,73.24,30.09,1001.37
2025-04-09T00:19:01+08:00,27.34,73.23,29.76,1001.37
2025-04-09T00:20:01+08:00,27.35,73.7,29.85,1001.38
2025-04-09T00:21:00+08:00,27.35,73.58,29.84,1001.38
2025-04-09T00:22:00+08:00,27.26,73.41,29.64,1001.4
2025-04-09T00:23:01+08:00,27.35,73.82,29.86,1001.39
2025-04-09T00:24:00+08:00,27.28,74.24,29.76,1001.36
2025-04-09T00:25:00+08:00,27.28,73.87,29.72,1001.33
2025-04-09T00:26:01+08:00,27.34,73.65,29.81,1001.3
2025-04-09T00:27:01+08:00,27.3,73.42,29.71,1001.31
2025-04-09T00:28:00+08:00,27.26,73.84,29.68,1001.27
2025-04-09T00:29:02+08:00,27.19,73.62,29.52,1001.21
2025-04-09T00:30:01+08:00,27.32,73.44,29.75,1001.14
2025-04-09T00:31:00+08:00,27.21,73.65,29.56,1001.16
2025-04-09T00:32:00+08:00,27.26,74.05,29.7,1001.12
2025-04-09T00:33:01+08:00,27.3,73.59,29.73,1001.13
2025-04-09T00:34:01+08:00,27.3,73.56,29.73,1001.06
2025-04-09T00:35:00+08:00,27.32,73.84,29.79,1001.09
2025-04-09T00:36:02+08:00,27.23,73.73,29.6,1001.16
2025-04-09T00:37:01+08:00,27.21,73.74,29.57,1001.19
2025-04-09T00:38:00+08:00,27.32,73.77,29.78,1001.25
2025-04-09T00:39:00+08:00,27.23,73.88,29.62,1001.25
2025-04-09T00:40:01+08:00,27.19,73.88,29.54,1001.25
2025-04-09T00:41:01+08:00,27.21,73.73,29.56,1001.28
2025-04-09T00:42:00+08:00,27.04,73.93,29.27,1001.23
2025-04-09T00:43:01+08:00,27.19,73.86,29.54,1001.28
2025-04-09T00:44:01+08:00,27.28,73.86,29.72,1001.25
2025-04-09T00:45:00+08:00,27.26,73.88,29.69,1001.26
2025-04-09T00:46:00+08:00,27.3,73.68,29.74,1001.21
2025-04-09T00:47:01+08:00,27.26,73.88,29.69,1001.14
2025-04-09T00:48:00+08:00,27.15,73.76,29.46,1001.12
2025-04-09T00:49:00+08:00,27.13,73.93,29.44,1001.13
2025-04-09T00:50:01+08:00,27.26,73.79,29.68,1001.16
2025-04-09T00:51:01+08:00,27.04,74.14,29.28,1001.19
2025-04-09T00:52:00+08:00,27.21,73.98,29.59,1001.2
2025-04-09T00:53:02+08:00,27.21,74.68,29.66,1001.13
2025-04-09T00:54:01+08:00,27.19,74.16,29.57,1001.11
2025-04-09T00:55:00+08:00,27.35,74.24,29.91,1001.06
2025-04-09T00:56:00+08:00,27.24,73.94,29.66,1001.02
2025-04-09T00:57:01+08:00,27.23,74.16,29.64,1000.99
2025-04-09T00:58:01+08:00,27.13,74.25,29.47,1001.04
2025-04-09T00:59:00+08:00,27.15,73.93,29.48,1001.02
2025-04-09T01:00:02+08:00,27.15,74.04,29.49,1001.03
2025-04-09T01:01:01+08:00,27.11,74.38,29.45,1001.02
2025-04-09T01:02:00+08:00,27.19,74.24,29.58,1001.07
2025-04-09T01:03:00+08:00,27.13,74.39,29.48,1001.03
2025-04-09T01:04:01+08:00,27.1,74.35,29.41,1001.05
2025-04-09T01:05:01+08:00,27.13,74.56,29.5,1001.0
2025-04-09T01:06:00+08:00,27.06,74.32,29.34,1000.91
2025-04-09T01:07:01+08:00,27.26,74.76,29.78,1000.93
2025-04-09T01:08:01+08:00,27.15,74.6,29.54,1000.88
2025-04-09T01:09:00+08:00,27.15,73.91,29.48,1000.88
2025-04-09T01:10:00+08:00,26.97,74.6,29.18,1000.86
2025-04-09T01:11:01+08:00,27.21,74.65,29.66,1000.81
2025-04-09T01:12:00+08:00,27.1,74.71,29.44,1000.86
2025-04-09T01:13:00+08:00,27.15,74.39,29.52,1000.78
2025-04-09T01:14:01+08:00,27.21,74.94,29.68,1000.77
2025-04-09T01:15:01+08:00,27.15,74.56,29.54,1000.77
2025-04-09T01:16:00+08:00,27.15,74.67,29.55,1000.72
2025-04-09T01:17:00+08:00,27.0,74.12,29.21,1000.74
2025-04-09T01:18:01+08:00,27.04,74.7,29.33,1000.73
2025-04-09T01:19:00+08:00,27.08,74.85,29.42,1000.75
2025-04-09T01:20:00+08:00,27.04,74.65,29.33,1000.83
2025-04-09T01:21:01+08:00,27.04,74.88,29.35,1000.76
2025-04-09T01:22:01+08:00,27.1,75.15,29.48,1000.79
2025-04-09T01:23:00+08:00,27.06,74.96,29.39,1000.78
2025-04-09T01:24:02+08:00,27.06,74.75,29.38,1000.84
2025-04-09T01:25:01+08:00,27.1,74.54,29.43,1000.82
2025-04-09T01:26:00+08:00,26.98,74.88,29.24,1000.85
2025-04-09T01:27:00+08:00,27.17,74.9,29.61,1000.77
2025-04-09T01:28:01+08:00,27.08,75.14,29.45,1000.77
2025-04-09T01:29:01+08:00,27.04,74.72,29.34,1000.78
2025-04-09T01:30:00+08:00,27.02,74.83,29.31,1000.73
2025-04-09T01:31:01+08:00,27.13,75.12,29.56,1000.72
2025-04-09T01:32:01+08:00,26.95,74.85,29.17,1000.8
2025-04-09T01:33:00+08:00,27.02,74.89,29.32,1000.8
2025-04-09T01:34:00+08:00,27.13,75.07,29.55,1000.79
2025-04-09T01:35:01+08:00,27.11,75.04,29.51,1000.79
2025-04-09T01:36:01+08:00,26.91,74.7,29.09,1000.79
2025-04-09T01:37:00+08:00,27.1,75.16,29.49,1000.78
2025-04-09T01:38:01+08:00,27.02,75.39,29.36,1000.77
2025-04-09T01:39:01+08:00,27.08,75.0,29.43,1000.8
2025-04-09T01:40:00+08:00,27.08,75.29,29.46,1000.82
2025-04-09T01:41:00+08:00,27.08,75.14,29.45,1000.77
2025-04-09T01:42:01+08:00,27.17,75.3,29.65,1000.83
2025-04-09T01:43:00+08:00,26.95,75.16,29.2,1000.81
2025-04-09T01:44:00+08:00,26.95,75.21,29.2,1000.86
2025-04-09T01:45:01+08:00,27.04,75.3,29.39,1000.84
2025-04-09T01:46:01+08:00,27.02,75.11,29.34,1000.81
2025-04-09T01:47:00+08:00,27.04,74.97,29.36,1000.8
2025-04-09T01:48:02+08:00,27.04,75.18,29.38,1000.79
2025-04-09T01:49:01+08:00,27.08,75.21,29.45,1000.78
2025-04-09T01:50:00+08:00,26.95,75.35,29.21,1000.82
2025-04-09T01:51:00+08:00,27.13,75.41,29.58,1000.79
2025-04-09T01:52:01+08:00,26.84,75.39,29.0,1000.74
2025-04-09T01:53:01+08:00,27.02,75.22,29.35,1000.69
2025-04-09T01:54:00+08:00,27.08,75.45,29.48,1000.68
2025-04-09T01:55:01+08:00,27.02,75.38,29.36,1000.63
2025-04-09T01:56:01+08:00,27.06,75.48,29.44,1000.67
2025-04-09T01:57:00+08:00,26.97,75.37,29.25,1000.61
2025-04-09T01:58:00+08:00,27.15,75.27,29.61,1000.65
2025-04-09T01:59:01+08:00,27.15,75.1,29.59,1000.59
2025-04-09T02:00:01+08:00,27.04,75.18,29.38,1000.52
2025-04-09T02:01:00+08:00,27.1,75.32,29.5,1000.49
2025-04-09T02:02:01+08:00,27.06,75.38,29.43,1000.41
